时间  类别编号  类别名称  产品编号  产品名称  销量  收入  成本  
1308  20001  洗发水400ML  47762483  丝质顺滑洗发露400ML  202  8701.95  7342.425  
1308  20001  洗发水400ML  47762487  乳液修复洗发露400ML  534  21695  19432.75  
1308  20002  洗发水750ML  47664347  浓纯焗油去屑651ml+沐浴650ml  6  322.5  284.25  
1308  20002  洗发水750ML  47664352  浓纯洗发水800ML+沐浴露650ML  4  262.5  239.775  
1308  20002  洗发水750ML  47664396  时光损伤修护洗发露600ml()  2  159.75  130.475  
1308  20002  洗发水750ML  47664400  纤细受损修护洗发露600ML  4  293  261  
1308  20002  洗发水750ML  47664409  家庭护理兰花去屑洗发露1000ML  52  2268.5  1859.025  
1308  20002  洗发水750ML  47664410  家庭护理兰花水润洗发露1000ML  86  3625.75  3074.55  
1308  20002  洗发水750ML  47664413  家家庭护理芦荟洗发露750ML  52  1801  1562.4  
1308  20002  洗发水750ML  47664419  50ML  316  8005.3  6676.9  
1308  20002  洗发水750ML  47664420  丝去屑止痒洗发露750ML  28  2625  2243.45  
1308  20002  洗发水750ML  47664437  洗发水800ML  50  1781.25  1499.975  
1308  20002  洗发水750ML  47664491  洗发水750ml  84  2089.5  1671.6  
1308  20002  洗发水750ML  47664496  发水860ml  198  4905.75  3924.6  
1308  20002  洗发水750ML  47664539  浓纯焗油滋养洗发露800ml  236  15605.5  13038.9  
1308  20002  洗发水750ML  47664540  去屑浓纯焗油滋养洗发露800ml  36  2380.5  1989.075  
1308  20002  洗发水750ML  47664541  蚕丝柔滑滋养洗发露800ml  634  37640  32379  
1308  20002  洗发水750ML  47664542  去屑蚕丝柔滑滋养洗发露800ml  10  661.25  552.45  
1308  20002  洗发水750ML  47664543  小麦强韧滋养洗发露800ml  18  1190.25  994.5  
1308  20002  洗发水750ML  47664575  滋养强韧洗发露750ML  14  857.5  728.85  
1308  20002  洗发水750ML  47664798  丝滑柔亮洗发露500克  18  738  667.275  
1308  20002  洗发水750ML  47664896  深层海养去屑洗发水800ml  6  299.25  247.475  
1308  20002  洗发水750ML  47665009  男士洗发露多效水润养护型750ML  2  197  175.35  
1308  20002  洗发水750ML  47665010  男士洗发露活力运动薄荷型750ML  12  1182  1052.1  
1308  20002  洗发水750ML  47665013  洗发露多效水润养护型750ML  12  1137  1052.075  
1308  20002  洗发水750ML  47665014  洗发露控油平衡型750ML  4  379  350.675  
1308  20002  洗发水750ML  47665015  洗发露丝漾柔滑型750ML  4  379  350.675  
1308  20002  洗发水750ML  47665185  洗发露750ML  32  1512  1260.025  
1308  20002  洗发水750ML  47665249  乐飘柔顺去屑发露儿  1006  29190.825  25570.125  
1308  20002  洗发水750ML  47665292  清爽洗发水750ml  270  10710.1  8017.425  
1308  20002  洗发水750ML  47665347  顺滑洗发水1001ml  326  11138.5  10064.075  
1308  20002  洗发水750ML  47665401  橄榄油营养润泽洗发露1L  52  2587  2067.025  
1308  20002  洗发水750ML  47665414  去屑洗发露1L  220  6173.325  4587.025  
1308  20002  洗发水750ML  47665469  利香焗油去屑二合一洗发水750ml  22  825  687.525  
1308  20002  洗发水750ML  47665470  00ML  120  1485  1350  
1308  20002  洗发水750ML  47665644  赤海藻洗发露700ml  322  8896.5  7464.1  
1308  20002  洗发水750ML  47665748  本草止痒去屑洗发露820ml  16  370  320  
1308  20002  洗发水750ML  47665879  深层洁净洗发露750克  28  770  682.525  
1308  20002  洗发水750ML  47665880  洗发水750ml  0  0  0  
1308  20002  洗发水750ML  47665903  丝海洋活力洗发露750ml  20  1800  1602.475  
1308  20002  洗发水750ML  47665904  丝丝质柔滑洗发露750ml  46  4053.25  3685.75  
1308  20002  洗发水750ML  47665905  丝怡神舒爽洗发露750ml  10  937.5  796.525  
1308  20002  洗发水750ML  47665906  丝清爽控油洗发露750ml  34  3187.5  2719.5  
1308  20002  洗发水750ML  47665907  丝轻柔呵护洗发露750ml  2  187.5  155.5  
1308  20002  洗发水750ML  47665959  焗油护理洗发露750ml  16  1024  853.825  
1308  20002  洗发水750ML  47665960  维他命长发洗发露750ml  2  128  107.175  
1308  20002  洗发水750ML  47665961  滋润去屑洗发露750ml  2  128  105.45  
1308  20002  洗发水750ML  47665962  焗油去屑洗发露750ml  8  512  428.6  
1308  20002  洗发水750ML  47665963  人参滋养洗发露750ml  22  1408  1178.65  
1308  20002  洗发水750ML  47666025  去屑清爽洗发水800ml  18  40  360.025  
1308  20002  洗发水750ML  47666071  水润丝滑洗发乳750ml  26  1878.5  1589.7  
1308  20002  洗发水750ML  47666072  新活炫亮洗发乳750ml  94  6791.5  5777.5  
1308  20002  洗发水750ML  47666074  清新动感洗发乳750ml  38  2745.5  2335.55  
1308  20002  洗发水750ML  47666075  纯净去屑洗发乳750ml  30  2167.5  1843.825  
1308  20002  洗发水750ML  47666081  局油保湿洗发水750克  98  2878.75  2325.575  
1308  20002  洗发水750ML  47666092  丝去屑洗发露护根防掉型750ml  2  187.5  160.25  
1308  20002  洗发水750ML  47666142  洗发露1000克  38  660.25  641.25  
1308  20002  洗发水750ML  47666186  滋养去屑洗发露750ML  24  972.675  585  
1308  20002  洗发水750ML  47666190  防脱发三合一洗发露700ml  24  840  704.975  
1308  20002  洗发水750ML  47666275  1.1L  296  7608.5  7030.075  
1308  20002  洗发水750ML  47666281  专业去屑洗发露750克  690  17227.5  15525.15  
1308  20002  洗发水750ML  47666282  局油柔顺洗发露750克  500  12495.7  11250.075  
1308  20002  洗发水750ML  47666300  去屑洗发露多效水润养护型750ml  2  145  129.975  
1308  20002  洗发水750ML  47666304  男士去屑洗发露多效水润养护型750m  24  1740  1560.025  
1308  20002  洗发水750ML  47666347  柔顺洗发水1000克  6  270  126  
1308  20002  洗发水750ML  47666348  去屑洗发水1000克  2  49.75  33.75  
1308  20002  洗发水750ML  47666385  莉奥意局油滋润去屑洗发露1000ml  104  3349.35  2704  
1308  20002  洗发水750ML  47666408  去屑洗发水  176  2178  2156.025  
1308  20002  洗发水750ML  47666469  藏红花养发柔顺洗发露750G  30  1305  1044.025  
1308  20002  洗发水750ML  47666470  叶精华水润保湿丝滑柔顺洗发露80  2  35.5  28.4  
1308  20002  洗发水750ML  47666471  薰衣草黑亮倍柔洗发露750G  30  1305  1044.025  
1308  20002  洗发水750ML  47666510  水润去屑洗发露800克  26  1376  1175.575  
1308  20002  洗发水750ML  47666530  家庭长效清爽去屑洗发露750ml  90  3363.75  2694.375  
1308  20002  洗发水750ML  47666531  家庭长效洁顺水润洗发露750ml  62  2317.25  1864.75  
1308  20002  洗发水750ML  47666534  首乌黑亮天然植物洗发露750ml  28  1883  1329.975  
1308  20002  洗发水750ML  47666540  皂角去屑天然植物洗发露750ml  6  403.5  345.025  
1308  20002  洗发水750ML  47666543  滋补盈润洗发精华素1L  54  3610.4  2965.025  
1308  20002  洗发水750ML  47666546  天然果萃洗发露750ml  220  5445  4895  
1308  20002  洗发水750ML  47666613  易顺爽去屑洗发露700克  190  4702.5  3997.25  
1308  20002  洗发水750ML  47666614  易顺爽乌黑柔亮洗发露700克  180  4452.275  3757.15  
1308  20002  洗发水750ML  47666615  易顺爽莹彩深层修护洗发露700克  158  3880.85  3324.05  
1308  20002  洗发水750ML  47666616  易顺爽倍直强韧洗发露700克  120  2962.75  2522.125  
1308  20002  洗发水750ML  47667324  浓纯焗油营养洗发露800ml  2  103.75  87.25  
1308  20002  洗发水750ML  47667327  去屑型浓纯焗油洗发露800ml  2  99.75  82.475  
1308  20002  洗发水750ML  47667330  小麦强韧修护洗发露800ml  14  819  682.5  
1308  20002  洗发水750ML  47667333  蚕丝柔滑垂顺洗发露800ml  20  847.5  848.45  
1308  20002  洗发水750ML  47667336  深层养护天然植物洗发露750ml  12  502.5  48.35  
1308  20002  洗发水750ML  47667342  金纯橄榄油去屑局油洗发露750克  112  4592  3673.625  
1308  20002  洗发水750ML  47667343  全纯橄榄油去屑柔顺洗发露750克  112  4592  3673.5  
1308  20002  洗发水750ML  47667368  0年润发柔亮去屑调理洗发露750克  8  580  486.975  
1308  20002  洗发水750ML  47667373  0年润发水润丝滑调理洗发露750克  22  1572.5  852.25  
1308  20002  洗发水750ML  47667380  0年润发强韧养发调理洗发露750克  832  55115.9  50969.25  
1308  20002  洗发水750ML  47667401  （滋润去屑）1000克  8  386  228.025  
1308  20002  洗发水750ML  47667408  清爽洗发水1L  4  99  90  
1308  20002  洗发水750ML  47667411  0年润发去屑调理发露750克  14  1015  852.225  
1308  20002  洗发水750ML  47668274  胶原蛋白组成因子洗发露750ml  24  1528.25  1285.8  
1308  20002  洗发水750ML  47668309  赋活水养洗发露750ml  20  2000  1657.475  
1308  20002  洗发水750ML  47668310  清衡水润洗发露750ml  2  200  164.725  
1308  20002  洗发水750ML  47668311  润感去屑洗发露750ml  18  1800  1491.75  
1308  20002  洗发水750ML  47668322  植物精华滋润去屑洗发露1000ML  34  867.5  784.275  
1308  20002  洗发水750ML  47668329  乌黑莹泽洗发乳750ML  26  1878.5  1589.75  
1308  20002  洗发水750ML  47668364  养护清爽去屑洗发露750克  322  10805  9698.225  
1308  20002  洗发水750ML  47668365  养护营养焗油洗发露750克  50  2715.5  2283.5  
1308  20002  洗发水750ML  47668389  鲜果营养洗发露1L  1434  34100.175  30219.75  
1308  20002  洗发水750ML  47668390  绿茶清爽洗发露1L  26  871  698.7  
1308  20002  洗发水750ML  47668421  丝质柔滑洗发露750ML  2  163.25  137.475  
1308  20002  洗发水750ML  47668427  控油怡神洗发露750ML  34  1899.75  1615  
1308  20002  洗发水750ML  47668430  清凉冰爽洗发露750ML  2  163.25  137.5  
1308  20002  洗发水750ML  47668440  之乡木瓜牛奶洗发水750ML  10  497.5  422.525  
1308  20002  洗发水750ML  47668442  油洗发露1000ML  18  492.75  418.45  
1308  20002  洗发水750ML  47668460  草本去屑止痒洗发露750ML  6  408.5  357.75  
1308  20002  洗发水750ML  47668463  丝去屑洗发露强根护发型750ML  22  2040  1762.725  
1308  20002  洗发水750ML  47668464  丝去屑洗发露强根护发型400ML  98  5223.5  4157.075  
1308  20002  洗发水750ML  47668479  浓纯焗油营养洗发露800ML送200ML  2  112.5  94.775  
1308  20002  洗发水750ML  47668503  家庭绿茶长效去油洗发露750ML  24  897  718.5  
1308  20002  洗发水750ML  47668504  家庭茶树长效去屑洗发露750ML  14  523.25  419.125  
1308  20002  洗发水750ML  47668505  家庭杏仁长效滋养洗发露750ML  46  1477.75  1375.825  
1308  20002  洗发水750ML  47668549  滋润顺滑洗发露600ml  10  368.75  309.975  
1308  20002  洗发水750ML  47668560  10年焗油发水500ml+强韧润发露+凝脂沐  0  0  0.025  
1308  20002  洗发水750ML  47668562  顺滑去屑型护理洗发露1001ml  6  174  146.25  
1308  20002  洗发水750ML  47674933  金纯有机芦荟丝丝滑洗发露700克  36  1647  1321.125  
1308  20002  洗发水750ML  47674934  去屑洗发露1KG  114  3819  2517  
1308  20002  洗发水750ML  47674939  去屑洗发露700G  228  5643  4356.025  
1308  20002  洗发水750ML  47684970  赤海藻沐浴露700ml  90  3107.5  2473.875  
1308  20002  洗发水750ML  47754392  魅卷炫彩修复精华素200ML  38  883.5  750  
1308  20002  洗发水750ML  47754393  强韧深层修复精华素200ML  22  511.5  434.2  
1308  20002  洗发水750ML  47754396  动感卷发弹力素凝粹100ML  18  380.25  317.25  
1308  20002  洗发水750ML  47754397  无暇炫亮顺发凝粹100ML  10  211.25  176.25  
1308  20002  洗发水750ML  47754398  丝滑莹亮顺发喷雾180ML  10  225  182.5  
1308  20002  洗发水750ML  47754399  完美修润营养水180ML  18  405  328.5  
1308  20002  洗发水750ML  47754610  深层修护润发乳750ML  2  122.5  104.125  
1308  20002  洗发水750ML  47757872  水润丝滑精华发膜200ML  36  1215  972.05  
1308  20002  洗发水750ML  47757873  新活炫亮精华发膜200ML  10  324  270  
1308  20002  洗发水750ML  47757874  汉方飘长精华发膜200ML  10  337.5  270.025  
1308  20002  洗发水750ML  47757875  强韧深层精华发膜200ML  52  1755  1404.1  
1308  20002  洗发水750ML  47757876  魅卷绚彩精华发膜200ML  34  1147.5  917.975  
1308  20002  洗发水750ML  47762468  乳液修复去屑洗发露750ML  4  280  241  
1308  20002  洗发水750ML  47762471  莹彩修护洗发露750ML  4  280  232.75  
1308  20002  洗发水750ML  47762478  丝质顺滑去屑洗发露750ML  34  2380  2048.475  
1308  20002  洗发水750ML  47762484  丝质顺滑洗发露750ML  74  5180  4458.5  
1308  20002  洗发水750ML  47762488  乳液修复洗发露750ML  218  14683.8  13134.525  
1308  20003  功能洗发水  47665692  防脱洗发液200ml  206  15108.775  12735.025  
1308  20003  功能洗发水  47665695  黑润顺滑洗发精华素400ml  8  298  244.25  
1308  20003  功能洗发水  47665696  乌发固发洗发液400ml  68  2533  2154.725  
1308  20003  功能洗发水  47665697  去屑止痒洗发精华素400ml  38  1415.5  1163.75  
1308  20003  功能洗发水  47665698  黑润顺滑洗发精华素200ml  14  294  254.1  
1308  20003  功能洗发水  47665699  乌发固发洗发液200ml  58  1218  1052.725  
1308  20003  功能洗发水  47665700  去屑止痒洗发精华素200ml  92  1932  1598.5  
1308  20003  功能洗发水  47666220  黑润顺滑洗发精华素1L  14  941.5  803.225  
1308  20003  功能洗发水  47666225  乌发固发洗发液1L  60  4035  3442.425  
1308  20003  功能洗发水  47666226  去屑止痒洗发精华素1L  124  6044  5280.05  
1308  20003  功能洗发水  47666640  二合一防脱洗发露含参养发套装  6  389.25  311.25  
1308  20003  功能洗发水  47666641  二合一防脱洗发露川芳养发套装  10  648.75  518.75  
1308  20003  功能洗发水  47666642  二合一乌黑发套装  2  85  68  
1308  20003  功能洗发水  47666644  二合一焗油去屑灵芝去屑套装  6  341.25  273.025  
1308  20003  功能洗发水  47668358  防脱去屑香波200克送精华素100ML  54  2291.5  1986.425  
1308  20003  功能洗发水  47668359  防脱育发香波200克送精华素100ML  36  1277.5  1137.5  
1308  20003  功能洗发水  47668360  防脱育发香波600克（黑亮柔顺配方）  50  3983.75  3418.7  
1308  20003  功能洗发水  47668500  灵芝去屑防掉发洗发乳400ml  14  481.25  380.8  
1308  20003  功能洗发水  47668501  灵芝养护防掉发洗发乳400ml  30  1031.25  816  
1308  20003  功能洗发水  47757401  蚕丝柔滑深层滋养发膜300ML  34  1479  1241  
1308  20003  功能洗发水  47757402  蚕丝垂坠润发精华素200ML  34  718.25  607.775  
1309  20000  洗发水200ML  47664376  柔顺黑亮香波200克+精华素100ML  32  1574.35  1353.3  
1309  20000  洗发水200ML  47664377  育发香波专业版200克+精华素100ML  50  2675  2273.8  
1309  20000  洗发水200ML  47664379  黑亮长效去屑洗发露175ml  274  3630.5  3133.05  
1309  20000  洗发水200ML  47664380  黑亮焗油洗焗2合1洗发露175ml  276  3649.8  3115.425  
1309  20000  洗发水200ML  47664383  控油长效去屑洗发露175ml  42  577.5  482.975  
1309  20000  洗发水200ML  47664385  多效护养洗发露175ml  226  3107.5  2578.875  
1309  20000  洗发水200ML  47664386  多效头皮护理去屑洗发露175ml  196  2589.1  2238.325  
1309  20000  洗发水200ML  47664393  丝丝源复活组合TM洗发露200ml  20  919  795.975  
1309  20000  洗发水200ML  47664395  时光损伤修护洗发露267ml  16  654.5  569.975  
1309  20000  洗发水200ML  47664397  染烫损伤修护洗发露267ML  26  1059  926.25  
1309  20000  洗发水200ML  47664399  纤细受损修护洗发露267ML  2  87.25  71.25  
1309  20000  洗发水200ML  47664411  家庭护理芦荟止痒洗发露200ML  590  7301.25  5572.875  
1309  20000  洗发水200ML  47664414  丝去屑洗发露200ML  356  10190.5  8435.3  
1309  20000  洗发水200ML  47664416  去屑滋养洗发露200ml  14  225  192.55  
1309  20000  洗发水200ML  47664423  活力运动发水200ml+100ml  244  7279.1  6688.625  
1309  20000  洗发水200ML  47664424  冰爽薄荷发水200ml+100ml  248  7409  6798.3  
1309  20000  洗发水200ML  47664431  男士活力运动型400ML套装  2  220  195  
1309  20000  洗发水200ML  47664432  男士多效水润型400ML套装  12  1320  1170  
1309  20000  洗发水200ML  47664433  洗发水200ML  52  767  650.05  
1309  20000  洗发水200ML  47664434  烫染洗发水200ML  8  118  99.975  
1309  20000  洗发水200ML  47664446  0年润发养调润理洗发露5+2克  188  822.5  470.025  
1309  20000  洗发水200ML  47664448  0年润发男士调理洗发露200克  98  2695  1932  
1309  20000  洗发水200ML  47664454  滋养修护型洗发露200ml  46  662.25  443.125  
1309  20000  洗发水200ML  47664471  净爽补水型洗发露200ml  148  1941.75  1777.025  
1309  20000  洗发水200ML  47664489  洗发水200ml  18  200.25  160.2  
1309  20000  洗发水200ML  47664497  莓洗发乳200ml  12  187.5  150  
1309  20000  洗发水200ML  47664523  去屑浓纯焗油滋养发露5ML*10  44  209  116.125  
1309  20000  洗发水200ML  47664526  小麦强韧滋养发露5ML*10  568  2697.375  1632.925  
1309  20000  洗发水200ML  47664527  浓纯焗油滋养洗发露200ML  162  3543.75  2878.825  
1309  20000  洗发水200ML  47664528  去屑浓纯焗油滋养洗发露200ML  96  2100  1787.925  
1309  20000  洗发水200ML  47664529  蚕丝柔滑滋养洗发露200ML  184  4025  3050.75  
1309  20000  洗发水200ML  47664530  去屑蚕丝柔滑滋养洗发露200ML  234  5040  3933.8  
1309  20000  洗发水200ML  47664531  小麦强韧滋养洗发露200ML  148  3233.025  2756.45  
1309  20000  洗发水200ML  47664545  蚕丝垂坠滋养洗发露200ML  1336  23642.45  22554.975  
1309  20000  洗发水200ML  47664547  清新顺滑洗发露200ML  22  297  246.125  
1309  20000  洗发水200ML  47664548  清新顺滑洗发露400ml  12  294  248.1  
1309  20000  洗发水200ML  47664570  蛇胆清爽洗发水200ml  42  344.75  288.775  
1309  20000  洗发水200ML  47664573  滋养强韧小套装  14  225.75  192  
1309  20000  洗发水200ML  47664576  深层修护小套装  18  290.25  246.825  
1309  20000  洗发水200ML  47664623  深度损伤理护洗发乳200ml  60  1672.025  1495.4  
1309  20000  洗发水200ML  47664624  深度损伤去屑洗发乳200ml  10  281.25  245.35  
1309  20000  洗发水200ML  47664625  染烫损伤理护洗发乳200ml  48  1350  1190.7  
1309  20000  洗发水200ML  47664626  日常损伤理护洗发乳200ml  76  2137.5  1890.75  
1309  20000  洗发水200ML  47664627  日常损伤去屑洗发乳200ml  68  1912.5  1690.675  
1309  20000  洗发水200ML  47664628  滋养水润洗发乳200ml  46  1293.75  1150  
1309  20000  洗发水200ML  47664629  柔韧顺滑洗发乳200ml  14  393.75  350  
1309  20000  洗发水200ML  47664732  莉儿童柔润营养洗发露260ml  74  1461.5  1221  
1309  20000  洗发水200ML  47664733  莉婴儿二合一沐浴露260ml  10  195  165  
1309  20000  洗发水200ML  47664781  怡神劲爽洗发露200ml  2  48  41.75  
1309  20000  洗发水200ML  47664823  绚色修复洗发露200ml  10  237.5  213.75  
1309  20000  洗发水200ML  47664825  深层修复洗发露200ml  56  1330  1196.95  
1309  20000  洗发水200ML  47664827  深层修复清爽洗发露200ml  8  183.35  171  
1309  20000  洗发水200ML  47664829  深层修复去屑洗发露200ml  34  807.5  726.7  
1309  20000  洗发水200ML  47664831  卷烫修复洗发露200ml  52  1235  1111.45  
1309  20000  洗发水200ML  47664834  润养顺滑去屑洗发露200ml  40  950  854.95  
1309  20000  洗发水200ML  47664836  润养顺滑洗发露200ML  40  950  854.975  
1309  20000  洗发水200ML  47664900  浓纯焗油去屑洗发露100ML  64  392  304  
1309  20000  洗发水200ML  47664930  去屑洗发水200ml  32  332  260  
1309  20000  洗发水200ML  47664941  水润丝滑型洗发露200ml  28  663.75  572.975  
1309  20000  洗发水200ML  47664944  护理润黑莹高洗发露200ml  100  1329.75  1118.75  
1309  20000  洗发水200ML  47664945  滋润顺滑洗发水200ml  132  1732.5  1434.5  
1309  20000  洗发水200ML  47664946  清爽去屑洗发水200ml  154  2064  1683.45  
1309  20000  洗发水200ML  47664947  护理滋养支屑洗发露200ml  64  847.175  612.875  
1309  20000  洗发水200ML  47664983  男士止痒舒缓洗发露200ML  160  4992  4385.925  
1309  20000  洗发水200ML  47664984  男士多效水润洗发露200ML  268  8331.05  7346.5  
1309  20000  洗发水200ML  47664985  男士活力运动洗发露200ML  230  7177  6304.85  
1309  20000  洗发水200ML  47664986  男士清爽控油洗发露200ML  224  6993  6140.225  
1309  20000  洗发水200ML  47664987  男士深度洁净洗发露200ML  80  2500  2192.95  
1309  20000  洗发水200ML  47664988  男士强韧洗发露200ML  102  3178  2796.025  
1309  20000  洗发水200ML  47664989  冰爽薄荷洗发露200ML  76  2373  2083.25  
1309  20000  洗发水200ML  47664990  多效水润养护洗发露200ML  138  4297.025  3782.875  
1309  20000  洗发水200ML  47664991  控油平衡洗发露200ML  100  3048.5  2741.2  
1309  20000  洗发水200ML  47664992  损伤修护洗发露200ML  130  3986.5  3563.5  
1309  20000  洗发水200ML  47664993  丝漾柔滑洗发露200ML  76  2338  2083.35  
1309  20000  洗发水200ML  47664994  韧发漂长洗发露200ML  22  686  603.1  
1309  20000  洗发水200ML  47664995  深度滋养洗发露200ML  152  4648  4166.65  
1309  20000  洗发水200ML  47665036  局油洗发水200ml  50  470.25  343.75  
1309  20000  洗发水200ML  47665053  去屑洗发露200ml  6  74.25  72.025  
1309  20000  洗发水200ML  47665055  局油洗发精华200ml  2  34.5  28.75  
1309  20000  洗发水200ML  47665186  负离子滋润去屑洗发露200ml  28  553  460.6  
1309  20000  洗发水200ML  47665187  负离子局油洗发露200ml  16  316  263.175  
1309  20000  洗发水200ML  47665189  去屑止痒三合一洗发露230ml  128  1920  1599.975  
1309  20000  洗发水200ML  47665227  局油润发三合一洗发露230ml  44  642.5  549.975  
1309  20000  洗发水200ML  47665271  去屑洗发露270ml  102  945.5  785.175  
1309  20000  洗发水200ML  47665337  5mlX10  126  675.025  393.75  
1309  20000  洗发水200ML  47665346  局油博士5mlX10袋  428  1562.55  1193.05  
1309  20000  洗发水200ML  47665351  头皮护理型洗发露200ml  52  797.25  789.25  
1309  20000  洗发水200ML  47665409  去油清爽洗发水200ml  64  864  708.05  
1309  20000  洗发水200ML  47665410  长效去屑洗发水200ml  12  162  132.75  
1309  20000  洗发水200ML  47665411  丝丝柔顺洗发水200ml  4  54  39.125  
1309  20000  洗发水200ML  47665415  芦荟保湿洗发露200ml  2  30  27.5  
1309  20000  洗发水200ML  47665451  三合一护理洗发露200ML  162  3270.5  2744  
1309  20000  洗发水200ML  47665456  去屑滋润洗发露200克  10  300  156.275  
1309  20000  洗发水200ML  47665457  营养焗油洗发露200克  38  1070  593.725  
1309  20000  洗发水200ML  47665527  焗油洗发露280ml  2  49.25  38.525  
1309  20000  洗发水200ML  47665528  营养洗发露280ml  2  49.25  39.975  
1309  20000  洗发水200ML  47665529  去屑洗发露中油280ml  2  52  38.525  
1309  20000  洗发水200ML  47665530  去屑洗发露中干280ml  4  104  83.975  
1309  20000  洗发水200ML  47665547  家庭兰花清爽去屑洗发露200ml  846  10314  8253  
1309  20000  洗发水200ML  47665549  家庭兰花清爽水润洗发露200ml  828  10196.5  7874.075  
1309  20000  洗发水200ML  47665551  家庭绿茶清爽去油洗发露200ml  880  10864.55  8675.95  
1309  20000  洗发水200ML  47665616  去屑止痒洗发水200ml  220  4039.425  3335.775  
1309  20000  洗发水200ML  47665617  焗油柔亮洗发水200ml  22  407  333.55  
1309  20000  洗发水200ML  47665618  营养保湿洗发水200ml  64  1184  970.425  
1309  20000  洗发水200ML  47665694  乌发快洗发液200ml  30  2550  2212.45  
1309  20000  洗发水200ML  47665868  家庭杏仁滋养护理洗发露200ML  854  10568.25  8426.675  
1309  20000  洗发水200ML  47665869  家庭茶树滋养去屑洗发露200ML  674  8336.075  6273.2  
1309  20000  洗发水200ML  47665887  去屑洗发水235ml  26  541.75  376.25  
1309  20000  洗发水200ML  47665911  丝轻柔呵护洗发露200ml  308  8259.5  7342.05  
1309  20000  洗发水200ML  47665912  丝水润滋养洗发露200ml  298  8388.75  7024.475  
1309  20000  洗发水200ML  47665920  丝丝质柔滑洗发露200ml  774  21949.775  17972.025  
1309  20000  洗发水200ML  47665921  丝怡神舒爽洗发露200ml  332  9359  7692.05  
1309  20000  洗发水200ML  47665922  丝深层洁净洗发露200ml  344  9227.75  8159.625  
1309  20000  洗发水200ML  47665923  清爽控油洗发露200ml  606  17274.425  14012.875  
1309  20000  洗发水200ML  47665924  丝莹采乌黑洗发露200ml  424  11246.1  10056.7  
1309  20000  洗发水200ML  47665925  丝海洋活力洗发露200ml  432  11517.325  9942.275  
1309  20000  洗发水200ML  47665937  焗油护理洗发露200ml  308  6141.225  4431.525  
1309  20000  洗发水200ML  47665938  维他命长发洗发露200ml  116  2285  1898.4  
1309  20000  洗发水200ML  47665939  滋润去屑洗发露200ml  444  8817.875  7453.35  
1309  20000  洗发水200ML  47665940  焗油去屑洗发露200ml  64  1190  1038.05  
1309  20000  洗发水200ML  47665942  人参滋养洗发露200ml  266  5375.25  3474.85  
1309  20000  洗发水200ML  47665943  多效护理洗发露200ml  42  775.5  675.175  
1309  20000  洗发水200ML  47665944  莲荷清凉洗发露200ml  138  2664.75  2243.475  
1309  20000  洗发水200ML  47665946  鲜果防毛燥洗发露200ml  34  667.5  538.8  
1309  20000  洗发水200ML  47665947  鲜果去屑洗发露200ml  550  10420  9507.775  
1309  20000  洗发水200ML  47666061  水润丝滑洗发乳200ml  226  5821.25  4364.275  
1309  20000  洗发水200ML  47666062  新活炫亮洗发乳200ml  172  4512  3337.175  
1309  20000  洗发水200ML  47666064  清新动感洗发乳200ml  64  1690  1330.225  
1309  20000  洗发水200ML  47666065  纯净去屑洗发乳200ml  268  6969.2  5394.475  
1309  20000  洗发水200ML  47666090  丝去屑洗发露护根防掉型200ml  190  5426.075  4619.75  
1309  20000  洗发水200ML  47666103  营养防脱发3合1洗发露200ml  82  1234.5  1025  
1309  20000  洗发水200ML  47666112  去屑止痒洗发露200ml  0  0  -0.025  
1309  20000  洗发水200ML  47666184  深层养护洗发露200ML  130  1761.25  719.3  
1309  20000  洗发水200ML  47666187  旅行便携装  1100  15078.15  13605.525  
1309  20000  洗发水200ML  47666256  强韧深层修复洗发乳200ml  26  625.25  494.675  
1309  20000  洗发水200ML  47666258  无屑深层修复洗发乳200ml  4  100.5  83.05  
1309  20000  洗发水200ML  47666268  水225ml  32  514  440  
1309  20000  洗发水200ML  47666273  200克  4  57.5  50  
1309  20000  洗发水200ML  47666277  专业去屑洗发露200克  86  1376  1169.55  
1309  20000  洗发水200ML  47666278  局油柔顺洗发露200克  48  768  652.775  
1309  20000  洗发水200ML  47666286  男士去屑洗发露健将黑亮型200ml  2  58.75  41.275  
1309  20000  洗发水200ML  47666307  去屑洗发露冰爽劲酷型200ml  2  58.75  41.275  
1309  20000  洗发水200ML  47666308  去屑洗发露深度滋养型200ml  16  463.75  361.35  
1309  20000  洗发水200ML  47666309  去屑洗发露染后修护型200ml  4  110  82.525  
1309  20000  洗发水200ML  47666310  去屑洗发露多效水润养护型200ml  32  940  735  
1309  20000  洗发水200ML  47666311  去屑洗发露深度洁净型200ml  8  235  165  
1309  20000  洗发水200ML  47666312  去屑洗发露控油平衡型200ml  6  176.25  129.975  
1309  20000  洗发水200ML  47666313  去屑洗发露韧发防落型200ml  20  580  416.25  
1309  20000  洗发水200ML  47666314  男士去屑洗发露多效水润养护型200m  4  117.5  95  
1309  20000  洗发水200ML  47666315  男士去屑洗发露活力运动型200ml  8  232.5  183.75  
1309  20000  洗发水200ML  47666333  活泉控油滋养洗发露200ML  92  2012.5  1713.4  
1309  20000  洗发水200ML  47666335  夜间修复滋养洗发露200ML  80  1750  1490.1  
1309  20000  洗发水200ML  47666338  去屑小麦强韧滋养洗发露200ML  136  2975  2532.85  
1309  20000  洗发水200ML  47666339  去屑活泉控油滋养发露200ML  108  2362.5  2011.55  
